Date,Home,Away,HomeScore,AwayScore,Winner
9/30/2025,STL,DAL,3,5,DAL
9/30/2025,UTA,LAK,2,3,LAK
10/1/2025,BUF,PIT,3,5,PIT
10/1/2025,VGK,COL,2,1,VGK
10/1/2025,CGY,VAN,1,8,VAN
10/1/2025,SJS,ANA,2,5,ANA
10/1/2025,SEA,EDM,4,2,SEA
10/2/2025,WSH,BOS,1,3,BOS
10/2/2025,TOR,DET,1,3,DET
10/2/2025,TBL,FLA,5,2,TBL
10/2/2025,NYR,NJD,1,3,NJD
10/2/2025,PHI,NYI,3,4,NYI
10/2/2025,STL,OTT,7,1,STL
10/2/2025,UTA,LAK,2,1,UTA
10/3/2025,PIT,BUF,5,4,PIT
10/3/2025,CHI,MIN,2,3,MIN
10/3/2025,CGY,WPG,4,5,WPG
10/3/2025,VAN,EDM,3,2,VAN
10/3/2025,VGK,SJS,1,4,SJS
10/4/2025,PHI,NJD,4,3,PHI
10/4/2025,BOS,NYR,4,1,BOS
10/4/2025,LAK,ANA,5,4,LAK
10/4/2025,NSH,CAR,3,2,NSH
10/4/2025,DAL,COL,3,2,DAL
10/4/2025,WSH,CBJ,2,1,WSH
10/4/2025,MTL,OTT,1,3,OTT
10/4/2025,CHI,STL,0,4,STL
10/4/2025,FLA,TBL,7,0,FLA
10/4/2025,DET,TOR,6,5,DET
10/4/2025,UTA,SJS,6,4,UTA
10/7/2025,FLA,CHI,3,2,FLA
10/7/2025,NYR,PIT,0,3,PIT
10/7/2025,LAK,COL,1,4,COL
10/8/2025,TOR,MTL,5,2,TOR
10/8/2025,WSH,BOS,1,3,BOS
10/8/2025,EDM,CGY,3,4,CGY
10/8/2025,VGK,LAK,5,6,LAK
10/9/2025,BOS,CHI,4,3,BOS
10/9/2025,BUF,NYR,0,4,NYR
10/9/2025,DET,MTL,1,5,MTL
10/9/2025,TBL,OTT,4,5,OTT
10/9/2025,FLA,PHI,2,1,FLA
10/9/2025,PIT,NYI,4,3,PIT
10/9/2025,CAR,NJD,6,3,CAR
10/9/2025,STL,MIN,0,5,MIN
10/9/2025,NSH,CBJ,2,1,NSH
10/9/2025,WPG,DAL,4,5,DAL
10/9/2025,COL,UTA,2,1,COL
10/9/2025,VAN,CGY,5,1,VAN
10/9/2025,SJS,VGK,3,4,VGK
10/9/2025,SEA,ANA,3,1,SEA
10/11/2025,WPG,LAK,3,2,WPG
10/11/2025,CGY,STL,2,4,STL
10/11/2025,BOS,BUF,3,1,BOS
10/11/2025,DET,TOR,6,3,DET
10/11/2025,TBL,NJD,3,5,NJD
10/11/2025,FLA,OTT,6,2,FLA
10/11/2025,NYI,WSH,2,4,WSH
10/11/2025,PIT,NYR,1,6,NYR
10/11/2025,CAR,PHI,4,3,CAR
10/11/2025,CHI,MTL,2,3,MTL
10/11/2025,NSH,UTA,2,3,UTA
10/11/2025,MIN,CBJ,4,7,CBJ
10/11/2025,COL,DAL,4,5,DAL
10/11/2025,EDM,VAN,3,1,EDM
10/11/2025,SJS,ANA,6,7,ANA
10/11/2025,SEA,VGK,2,1,SEA
10/12/2025,NYR,WSH,0,1,WSH
10/13/2025,BUF,COL,1,3,COL
10/13/2025,BOS,TBL,3,4,TBL
10/13/2025,OTT,NSH,1,4,NSH
10/13/2025,NYI,WPG,2,5,WPG
10/13/2025,TOR,DET,2,3,DET
10/13/2025,PHI,FLA,5,2,PHI
10/13/2025,CBJ,NJD,2,3,NJD
10/13/2025,VAN,STL,2,5,STL
10/13/2025,MIN,LAK,4,3,MIN
10/13/2025,CHI,UTA,3,1,CHI
10/14/2025,TOR,NSH,7,4,TOR
10/14/2025,MTL,SEA,5,4,MTL
10/14/2025,NYR,EDM,0,2,EDM
10/14/2025,WSH,TBL,3,2,WSH
10/14/2025,CGY,VGK,2,4,VGK
10/14/2025,DAL,MIN,5,2,DAL
10/14/2025,SJS,CAR,1,5,CAR
10/14/2025,ANA,PIT,4,3,ANA
10/15/2025,BUF,OTT,8,4,BUF
10/15/2025,DET,FLA,4,1,DET
10/15/2025,STL,CHI,3,8,CHI
10/15/2025,UTA,CGY,3,1,UTA
10/16/2025,TOR,NYR,2,1,TOR
10/16/2025,MTL,NSH,3,2,MTL
10/16/2025,OTT,SEA,4,3,OTT
10/16/2025,NJD,FLA,3,1,NJD
10/16/2025,PHI,WPG,2,5,WPG
10/16/2025,CBJ,COL,1,4,COL
10/16/2025,NYI,EDM,4,2,NYI
10/16/2025,DAL,VAN,3,5,VAN
10/16/2025,VGK,BOS,6,5,VGK
10/16/2025,ANA,CAR,1,4,CAR
10/16/2025,LAK,PIT,2,4,PIT
10/17/2025,DET,TBL,2,1,DET
10/17/2025,WSH,MIN,5,1,WSH
10/17/2025,CHI,VAN,2,3,VAN
10/17/2025,UTA,SJS,6,3,UTA
10/18/2025,BUF,FLA,3,0,BUF
10/18/2025,OTT,NYI,4,5,NYI
10/18/2025,NJD,EDM,5,3,NJD
10/18/2025,TOR,SEA,3,4,SEA
10/18/2025,MTL,NYR,3,4,NYR
10/18/2025,PHI,MIN,2,1,PHI
10/18/2025,CBJ,TBL,3,2,CBJ
10/18/2025,STL,DAL,3,1,STL
10/18/2025,WPG,NSH,4,1,WPG
10/18/2025,COL,BOS,4,1,COL
10/18/2025,LAK,CAR,3,4,CAR
10/18/2025,VGK,CGY,6,1,VGK
10/18/2025,SJS,PIT,0,3,PIT
10/19/2025,WSH,VAN,3,4,VAN
10/19/2025,DET,EDM,4,2,DET
10/19/2025,CHI,ANA,2,1,CHI
10/19/2025,UTA,BOS,3,2,UTA
10/20/2025,NYR,MIN,1,3,MIN
10/20/2025,PHI,SEA,5,2,PHI
10/20/2025,MTL,BUF,4,2,MTL
10/20/2025,CGY,WPG,1,2,WPG
10/20/2025,VGK,CAR,4,1,VGK
10/21/2025,TOR,NJD,2,5,NJD
10/21/2025,OTT,EDM,2,3,EDM
10/21/2025,NYI,SJS,4,3,NYI
10/21/2025,PIT,VAN,5,1,PIT
10/21/2025,WSH,SEA,4,1,WSH
10/21/2025,BOS,FLA,3,4,FLA
10/21/2025,STL,LAK,1,2,LAK
10/21/2025,NSH,ANA,2,5,ANA
10/21/2025,DAL,CBJ,1,5,CBJ
10/21/2025,UTA,COL,4,3,UTA
10/22/2025,NJD,MIN,4,1,NJD
10/22/2025,BUF,DET,4,2,BUF
10/22/2025,CGY,MTL,1,2,MTL
10/23/2025,TBL,CHI,2,3,CHI
10/23/2025,BOS,ANA,5,7,ANA
10/23/2025,OTT,PHI,2,1,OTT
10/23/2025,FLA,PIT,3,5,PIT
10/23/2025,NYI,DET,7,2,NYI
10/23/2025,NYR,SJS,5,6,SJS
10/23/2025,STL,UTA,4,7,UTA
10/23/2025,NSH,VAN,2,1,NSH
10/23/2025,WPG,SEA,0,3,SEA
10/23/2025,DAL,LAK,2,3,LAK
10/23/2025,COL,CAR,4,5,CAR
10/23/2025,EDM,MTL,6,5,EDM
10/24/2025,BUF,TOR,5,3,BUF
10/24/2025,NJD,SJS,3,1,NJD
10/24/2025,CBJ,WSH,1,5,WSH
10/24/2025,WPG,CGY,5,3,WPG
10/25/2025,PHI,NYI,4,3,PHI
10/25/2025,BOS,COL,3,2,BOS
10/25/2025,TBL,ANA,4,3,TBL
10/25/2025,TOR,BUF,4,3,TOR
10/25/2025,FLA,VGK,3,0,FLA
10/25/2025,MIN,UTA,2,6,UTA
10/25/2025,DET,STL,6,4,DET
10/25/2025,PIT,CBJ,4,5,CBJ
10/25/2025,WSH,OTT,1,7,OTT
10/25/2025,VAN,MTL,3,4,MTL
10/25/2025,NSH,LAK,5,4,NSH
10/25/2025,DAL,CAR,3,2,DAL
10/25/2025,SEA,EDM,3,2,SEA
10/26/2025,NJD,COL,4,3,NJD
10/26/2025,TBL,VGK,2,1,TBL
10/26/2025,MIN,SJS,5,6,SJS
10/26/2025,WPG,UTA,2,3,UTA
10/26/2025,CHI,LAK,1,3,LAK
10/26/2025,NSH,DAL,2,3,DAL
10/26/2025,CGY,NYR,5,1,CGY
10/26/2025,VAN,EDM,4,3,VAN
10/27/2025,PIT,STL,6,3,PIT
10/27/2025,OTT,BOS,7,2,OTT
10/28/2025,PHI,PIT,3,2,PHI
10/28/2025,TOR,CGY,4,3,TOR
10/28/2025,CAR,VGK,3,6,VGK
10/28/2025,BUF,CBJ,3,4,CBJ
10/28/2025,FLA,ANA,2,3,ANA
10/28/2025,BOS,NYI,5,2,BOS
10/28/2025,NSH,TBL,2,5,TBL
10/28/2025,MIN,WPG,3,4,WPG
10/28/2025,STL,DET,2,5,DET
10/28/2025,DAL,WSH,1,0,DAL
10/28/2025,CHI,OTT,7,3,CHI
10/28/2025,COL,NJD,8,4,COL
10/28/2025,EDM,UTA,6,3,EDM
10/28/2025,VAN,NYR,0,2,NYR
10/28/2025,SEA,MTL,3,4,MTL
10/28/2025,SJS,LAK,3,4,LAK
10/29/2025,CBJ,TOR,6,3,CBJ
10/30/2025,BOS,BUF,4,3,BOS
10/30/2025,OTT,CGY,4,3,OTT
10/30/2025,TBL,DAL,2,1,TBL
10/30/2025,PHI,NSH,4,1,PHI
10/30/2025,CAR,NYI,6,2,CAR
10/30/2025,STL,VAN,3,4,VAN
10/30/2025,MIN,PIT,1,4,PIT
10/30/2025,WPG,CHI,6,3,WPG
10/30/2025,EDM,NYR,3,4,NYR
10/30/2025,SJS,NJD,5,2,SJS
10/30/2025,LAK,DET,3,4,DET
10/31/2025,VGK,COL,2,4,COL
10/31/2025,WSH,NYI,1,3,NYI
10/31/2025,ANA,DET,5,2,ANA
11/1/2025,BOS,CAR,2,1,BOS
11/1/2025,WPG,PIT,5,2,WPG
11/1/2025,NSH,CGY,4,2,NSH
11/1/2025,SJS,COL,3,2,SJS
11/1/2025,FLA,DAL,4,3,FLA
11/1/2025,BUF,WSH,4,3,BUF
11/1/2025,MTL,OTT,4,3,MTL
11/1/2025,PHI,TOR,2,5,TOR
11/1/2025,CBJ,STL,3,2,CBJ
11/1/2025,MIN,VAN,5,2,MIN
11/1/2025,LAK,NJD,1,4,NJD
11/1/2025,EDM,CHI,3,2,EDM
11/1/2025,SEA,NYR,2,3,NYR
11/2/2025,UTA,TBL,2,4,TBL
11/2/2025,NYI,CBJ,3,2,NYI
11/2/2025,PHI,CGY,1,2,CGY
11/2/2025,ANA,NJD,4,1,ANA
11/2/2025,SJS,DET,2,3,DET
11/3/2025,TOR,PIT,4,3,TOR
11/3/2025,STL,EDM,3,2,STL
11/3/2025,NSH,VAN,4,5,VAN
11/3/2025,SEA,CHI,3,1,SEA
11/4/2025,BUF,UTA,1,2,UTA
11/4/2025,MTL,PHI,4,5,PHI
11/4/2025,NYI,BOS,3,4,BOS
11/4/2025,NYR,CAR,0,3,CAR
11/4/2025,DAL,EDM,4,3,DAL
11/4/2025,MIN,NSH,3,2,MIN
11/4/2025,COL,TBL,3,2,COL
11/4/2025,VGK,DET,1,0,VGK
11/4/2025,ANA,FLA,7,3,ANA
11/4/2025,LAK,WPG,3,0,LAK
11/5/2025,TOR,UTA,5,3,TOR
11/5/2025,WSH,STL,6,1,WSH
11/5/2025,CGY,CBJ,5,1,CGY
11/5/2025,VAN,CHI,2,5,CHI
11/5/2025,SEA,SJS,1,6,SJS
11/6/2025,BOS,OTT,3,2,BOS
11/6/2025,BUF,STL,0,3,STL
11/6/2025,NJD,MTL,4,3,NJD
11/6/2025,CAR,MIN,4,3,CAR
11/6/2025,PIT,WSH,5,3,PIT
11/6/2025,NSH,PHI,1,3,PHI
11/6/2025,DAL,ANA,5,7,ANA
11/6/2025,VGK,TBL,3,6,TBL
11/6/2025,LAK,FLA,2,5,FLA
11/7/2025,DET,NYR,1,4,NYR
11/7/2025,NYI,MIN,2,5,MIN
11/7/2025,CGY,CHI,0,4,CHI
11/7/2025,SJS,WPG,2,1,SJS
11/8/2025,NJD,PIT,2,1,NJD
11/8/2025,PHI,OTT,2,3,OTT
11/8/2025,NSH,DAL,4,5,DAL
11/8/2025,TOR,BOS,3,5,BOS
11/8/2025,MTL,UTA,6,2,MTL
11/8/2025,TBL,WSH,3,2,TBL
11/8/2025,NYR,NYI,0,5,NYI
11/8/2025,CAR,BUF,6,3,CAR
11/8/2025,STL,SEA,3,4,SEA
11/8/2025,EDM,COL,1,9,COL
11/8/2025,VAN,CBJ,4,3,VAN
11/8/2025,VGK,ANA,3,4,ANA
11/8/2025,SJS,FLA,3,1,SJS
11/9/2025,DET,CHI,1,5,CHI
11/9/2025,PIT,LAK,2,3,LAK
11/9/2025,TOR,CAR,4,5,CAR
11/9/2025,OTT,UTA,4,2,OTT
11/9/2025,DAL,SEA,2,1,DAL
11/9/2025,MIN,CGY,2,0,MIN
11/9/2025,VAN,COL,4,5,COL
11/9/2025,ANA,WPG,4,1,ANA
11/10/2025,NJD,NYI,2,3,NYI
11/10/2025,NYR,NSH,6,3,NYR
11/10/2025,EDM,CBJ,5,4,EDM
11/10/2025,VGK,FLA,2,3,FLA
11/11/2025,BOS,TOR,5,3,BOS
11/11/2025,MTL,LAK,1,5,LAK
11/11/2025,OTT,DAL,2,3,DAL
11/11/2025,CAR,WSH,1,4,WSH
11/11/2025,STL,CGY,3,2,STL
11/11/2025,MIN,SJS,1,2,SJS
11/11/2025,COL,ANA,4,1,COL
11/11/2025,VAN,WPG,3,5,WPG
11/11/2025,SEA,CBJ,1,2,CBJ
11/12/2025,TBL,NYR,3,7,NYR
11/12/2025,PHI,EDM,1,2,EDM
11/12/2025,UTA,BUF,5,2,UTA
11/12/2025,CHI,NJD,3,4,NJD
11/13/2025,TOR,LAK,3,4,LAK
11/13/2025,MTL,DAL,0,7,DAL
11/13/2025,OTT,BOS,5,3,OTT
11/13/2025,DET,ANA,6,3,DET
11/13/2025,FLA,WSH,6,3,FLA
11/13/2025,CBJ,EDM,5,4,CBJ
11/13/2025,COL,BUF,6,3,COL
11/13/2025,CGY,SJS,2,0,CGY
11/13/2025,VGK,NYI,3,4,NYI
11/13/2025,SEA,WPG,5,3,SEA
11/14/2025,NSH,PIT,2,1,NSH
11/14/2025,CAR,VAN,4,3,CAR
11/14/2025,STL,PHI,5,6,PHI
11/14/2025,UTA,NYI,2,3,NYI
11/15/2025,FLA,TBL,1,3,TBL
11/15/2025,MIN,ANA,2,0,MIN
11/15/2025,MTL,BOS,2,3,BOS
11/15/2025,OTT,LAK,0,1,LAK
11/15/2025,DET,BUF,4,5,BUF
11/15/2025,WSH,NJD,2,3,NJD
11/15/2025,CAR,EDM,3,4,EDM
11/15/2025,CBJ,NYR,1,2,NYR
11/15/2025,CHI,TOR,3,2,CHI
11/15/2025,STL,VGK,1,4,VGK
11/15/2025,DAL,PHI,5,1,DAL
11/15/2025,CGY,WPG,3,4,WPG
11/15/2025,SEA,SJS,4,1,SEA
11/16/2025,PIT,NSH,4,0,PIT
11/16/2025,TBL,VAN,2,6,VAN
11/16/2025,MIN,VGK,3,2,MIN
11/16/2025,NYR,DET,1,2,DET
11/16/2025,COL,NYI,4,1,COL
11/17/2025,BOS,CAR,1,3,CAR
11/17/2025,BUF,EDM,5,1,BUF
11/17/2025,FLA,VAN,8,5,FLA
11/17/2025,WSH,LAK,2,1,WSH
11/17/2025,CBJ,MTL,4,3,CBJ
11/17/2025,ANA,UTA,3,2,ANA
11/18/2025,TOR,STL,3,2,TOR
11/18/2025,DET,SEA,4,2,DET
11/18/2025,TBL,NJD,5,1,TBL
11/18/2025,DAL,NYI,2,3,NYI
11/18/2025,WPG,CBJ,5,2,WPG
11/18/2025,CHI,CGY,5,2,CHI
11/18/2025,VGK,NYR,3,2,VGK
11/18/2025,SJS,UTA,3,2,SJS
11/19/2025,WSH,EDM,7,4,WSH
11/19/2025,BUF,CGY,2,6,CGY
11/19/2025,MIN,CAR,4,3,MIN
11/19/2025,ANA,BOS,4,3,ANA
11/20/2025,TOR,CBJ,2,3,CBJ
11/20/2025,MTL,WSH,4,8,WSH
11/20/2025,DET,NYI,0,5,NYI
11/20/2025,FLA,NJD,1,0,FLA
11/20/2025,PHI,STL,3,2,PHI
11/20/2025,TBL,EDM,2,1,TBL
11/20/2025,CHI,SEA,2,3,SEA
11/20/2025,COL,NYR,6,3,COL
11/20/2025,UTA,VGK,1,4,VGK
11/20/2025,VAN,DAL,2,4,DAL
11/20/2025,ANA,OTT,2,3,OTT
11/20/2025,SJS,LAK,4,3,SJS
11/21/2025,BUF,CHI,9,3,BUF
11/21/2025,PIT,MIN,0,5,MIN
11/21/2025,WPG,CAR,3,4,CAR
11/21/2025,LAK,BOS,1,2,BOS
11/22/2025,DET,CBJ,4,3,DET
11/22/2025,NYI,STL,1,2,STL
11/22/2025,MTL,TOR,5,2,MTL
11/22/2025,FLA,EDM,3,6,EDM
11/22/2025,PHI,NJD,6,3,PHI
11/22/2025,PIT,SEA,2,3,SEA
11/22/2025,WSH,TBL,3,5,TBL
11/22/2025,SJS,OTT,2,3,OTT
11/22/2025,NSH,COL,0,3,COL
11/22/2025,UTA,NYR,3,2,UTA
11/22/2025,CGY,DAL,3,2,CGY
11/22/2025,ANA,VGK,4,3,ANA
11/23/2025,BUF,CAR,4,1,BUF
11/23/2025,WPG,MIN,0,3,MIN
11/23/2025,NYI,SEA,1,0,NYI
11/23/2025,CHI,COL,0,1,COL
11/23/2025,SJS,BOS,3,1,SJS
11/23/2025,VAN,CGY,2,5,CGY
11/24/2025,TBL,PHI,3,0,TBL
11/24/2025,NJD,DET,4,3,NJD
11/24/2025,NYR,STL,3,2,NYR
11/24/2025,WSH,CBJ,5,1,WSH
11/24/2025,NSH,FLA,3,8,FLA
11/24/2025,UTA,VGK,5,1,UTA
11/24/2025,LAK,OTT,2,1,LAK
11/25/2025,EDM,DAL,3,8,DAL
11/26/2025,DET,NSH,3,6,NSH
11/26/2025,TBL,CGY,5,1,TBL
11/26/2025,FLA,PHI,2,4,PHI
11/26/2025,NJD,STL,3,2,NJD
11/26/2025,NYI,BOS,1,3,BOS
11/26/2025,PIT,BUF,4,2,PIT
11/26/2025,WSH,WPG,4,3,WSH
11/26/2025,CAR,NYR,2,4,NYR
11/26/2025,CBJ,TOR,1,2,TOR
11/26/2025,CHI,MIN,3,4,MIN
11/26/2025,COL,SJS,6,0,COL
11/26/2025,UTA,MTL,3,4,MTL
11/26/2025,VGK,OTT,3,4,OTT
11/26/2025,ANA,VAN,4,5,VAN
11/26/2025,SEA,DAL,2,3,DAL
11/28/2025,DET,TBL,3,6,TBL
11/28/2025,BOS,NYR,2,6,NYR
11/28/2025,MIN,COL,3,2,MIN
11/28/2025,BUF,NJD,0,5,NJD
11/28/2025,FLA,CGY,3,5,CGY
11/28/2025,NYI,PHI,3,4,PHI
11/28/2025,STL,OTT,4,3,STL
11/28/2025,VGK,MTL,1,4,MTL
11/28/2025,ANA,LAK,5,4,ANA
11/28/2025,SJS,VAN,3,2,SJS
11/28/2025,WSH,TOR,4,2,WSH
11/28/2025,CAR,WPG,5,1,CAR
11/28/2025,CBJ,PIT,3,4,PIT
11/28/2025,CHI,NSH,3,4,NSH
11/28/2025,DAL,UTA,4,3,DAL
11/29/2025,NYR,TBL,1,4,TBL
11/29/2025,COL,MTL,7,2,COL
11/29/2025,SEA,EDM,0,4,EDM
11/29/2025,BOS,DET,3,2,BOS
11/29/2025,NJD,PHI,3,5,PHI
11/29/2025,PIT,TOR,2,7,TOR
11/29/2025,NSH,WPG,2,5,WPG
11/29/2025,STL,UTA,1,0,STL
11/29/2025,MIN,BUF,2,3,BUF
11/29/2025,VGK,SJS,4,3,VGK
11/29/2025,LAK,VAN,2,1,LAK
11/30/2025,NYI,WSH,1,4,WSH
11/30/2025,CHI,ANA,5,3,CHI
11/30/2025,CAR,CGY,1,0,CAR
11/30/2025,DAL,OTT,6,1,DAL
12/1/2025,NJD,CBJ,3,5,CBJ
12/1/2025,PHI,PIT,1,5,PIT
12/1/2025,BUF,WPG,5,1,BUF
12/1/2025,STL,ANA,1,4,ANA
12/1/2025,SJS,UTA,6,3,SJS
12/2/2025,MTL,OTT,2,5,OTT
12/2/2025,DET,BOS,5,4,DET
12/2/2025,NYI,TBL,2,1,NYI
12/2/2025,NYR,DAL,3,2,NYR
12/2/2025,FLA,TOR,1,4,TOR
12/2/2025,NSH,CGY,5,1,NSH
12/2/2025,COL,VAN,3,1,COL
12/2/2025,EDM,MIN,0,1,MIN
12/2/2025,VGK,CHI,4,3,VGK
12/2/2025,LAK,WSH,1,3,WSH
12/3/2025,NJD,DAL,0,3,DAL
12/3/2025,MTL,WPG,3,2,MTL
12/3/2025,PHI,BUF,5,2,PHI
12/3/2025,ANA,UTA,0,7,UTA
12/3/2025,SJS,WSH,1,7,WSH
12/4/2025,BOS,STL,5,2,BOS
12/4/2025,OTT,NYR,2,4,NYR
12/4/2025,TBL,PIT,3,4,PIT
12/4/2025,FLA,NSH,1,2,NSH
12/4/2025,NYI,COL,6,3,NYI
12/4/2025,CAR,TOR,1,5,TOR
12/4/2025,CBJ,DET,6,5,CBJ
12/4/2025,CGY,MIN,4,1,CGY
12/4/2025,EDM,SEA,9,4,EDM
12/4/2025,LAK,CHI,1,2,CHI
12/5/2025,NJD,VGK,0,3,VGK
12/5/2025,WPG,BUF,4,1,WPG
12/5/2025,DAL,SJS,4,1,DAL
12/5/2025,VAN,UTA,1,4,UTA
12/5/2025,ANA,WSH,4,3,ANA
12/6/2025,NYR,COL,2,3,COL
12/6/2025,FLA,CBJ,7,6,FLA
12/6/2025,BOS,NJD,4,1,BOS
12/6/2025,TOR,MTL,1,2,MTL
12/6/2025,OTT,STL,1,2,STL
12/6/2025,TBL,NYI,0,2,NYI
12/6/2025,CAR,NSH,6,3,CAR
12/6/2025,CGY,UTA,2,0,CGY
12/6/2025,LAK,CHI,6,0,LAK
12/6/2025,EDM,WPG,6,2,EDM
12/6/2025,VAN,MIN,4,2,VAN
12/6/2025,SEA,DET,3,4,DET
12/7/2025,PHI,COL,2,3,COL
12/7/2025,FLA,NYI,4,1,FLA
12/7/2025,CAR,SJS,1,4,SJS
12/7/2025,DAL,PIT,3,2,DAL
12/7/2025,MTL,STL,3,4,STL
12/7/2025,NYR,VGK,2,3,VGK
12/7/2025,WSH,CBJ,2,0,WSH
12/7/2025,ANA,CHI,7,1,ANA
12/8/2025,TOR,TBL,2,0,TOR
12/8/2025,UTA,LAK,2,4,LAK
12/8/2025,CGY,BUF,7,4,CGY
12/8/2025,VAN,DET,0,4,DET
12/8/2025,SEA,MIN,1,4,MIN
12/9/2025,MTL,TBL,1,6,TBL
12/9/2025,OTT,NJD,3,4,NJD
12/9/2025,NYI,VGK,5,4,NYI
12/9/2025,PHI,SJS,4,1,PHI
12/9/2025,PIT,ANA,3,4,ANA
12/9/2025,CAR,CBJ,4,1,CAR
12/9/2025,STL,BOS,2,5,BOS
12/9/2025,WPG,DAL,3,4,DAL
12/9/2025,EDM,BUF,3,4,BUF
12/9/2025,NSH,COL,4,3,NSH
12/10/2025,CHI,NYR,3,0,CHI
12/10/2025,CGY,DET,3,4,DET
12/10/2025,UTA,FLA,3,4,FLA
12/10/2025,SEA,LAK,3,2,SEA
12/11/2025,TOR,SJS,2,3,SJS
12/11/2025,NJD,TBL,4,8,TBL
12/11/2025,NYI,ANA,5,2,NYI
12/11/2025,PHI,VGK,2,3,VGK
12/11/2025,PIT,MTL,2,4,MTL
12/11/2025,WSH,CAR,2,3,CAR
12/11/2025,CBJ,OTT,3,6,OTT
12/11/2025,NSH,STL,7,2,NSH
12/11/2025,MIN,DAL,5,2,MIN
12/11/2025,WPG,BOS,3,6,BOS
12/11/2025,EDM,DET,4,1,EDM
12/11/2025,COL,FLA,6,2,COL
12/11/2025,VAN,BUF,2,3,BUF
12/12/2025,STL,CHI,3,2,STL
12/12/2025,UTA,SEA,5,3,UTA
12/13/2025,NJD,ANA,4,1,NJD
12/13/2025,MIN,OTT,3,2,MIN
12/13/2025,PIT,SJS,5,6,SJS
12/13/2025,NYI,TBL,3,2,NYI
12/13/2025,TOR,EDM,3,6,EDM
12/13/2025,NYR,MTL,5,4,NYR
12/13/2025,PHI,CAR,3,4,CAR
12/13/2025,CBJ,VGK,2,3,VGK
12/13/2025,WPG,WSH,5,1,WPG
12/13/2025,CHI,DET,0,4,DET
12/13/2025,DAL,FLA,0,4,FLA
12/13/2025,COL,NSH,4,2,COL
12/13/2025,LAK,CGY,1,2,CGY
12/14/2025,NJD,VAN,1,2,VAN
12/14/2025,PIT,UTA,4,5,UTA
12/14/2025,CAR,PHI,3,2,CAR
12/14/2025,MIN,BOS,6,2,MIN
12/14/2025,MTL,EDM,4,1,MTL
12/14/2025,SEA,BUF,1,3,BUF
12/15/2025,TBL,FLA,2,5,FLA
12/15/2025,NYR,ANA,1,4,ANA
12/15/2025,WPG,OTT,2,3,OTT
12/15/2025,STL,NSH,2,5,NSH
12/15/2025,DAL,LAK,4,1,DAL
12/16/2025,BOS,UTA,4,1,BOS
12/16/2025,TOR,CHI,3,2,TOR
12/16/2025,MTL,PHI,1,4,PHI
12/16/2025,DET,NYI,3,2,DET
12/16/2025,NYR,VAN,0,3,VAN
12/16/2025,CBJ,ANA,4,3,CBJ
12/16/2025,PIT,EDM,4,6,EDM
12/16/2025,MIN,WSH,5,0,MIN
12/16/2025,SJS,CGY,6,3,SJS
12/16/2025,SEA,COL,3,5,COL
12/17/2025,FLA,LAK,3,2,FLA
12/17/2025,DET,UTA,1,4,UTA
12/17/2025,STL,WPG,1,0,STL
12/17/2025,NSH,CAR,1,4,CAR
12/17/2025,VGK,NJD,1,2,NJD
12/18/2025,BOS,EDM,1,3,EDM
12/18/2025,MTL,CHI,4,1,MTL
12/18/2025,OTT,PIT,4,0,OTT
12/18/2025,TBL,LAK,1,2,LAK
12/18/2025,WSH,TOR,4,0,WSH
12/18/2025,CBJ,MIN,2,5,MIN
12/18/2025,BUF,PHI,5,3,BUF
12/18/2025,STL,NYR,1,2,NYR
12/18/2025,CGY,SEA,4,2,CGY
12/18/2025,SJS,DAL,3,5,DAL
12/19/2025,FLA,CAR,4,3,FLA
12/19/2025,NYI,VAN,1,4,VAN
12/19/2025,COL,WPG,3,2,COL
12/19/2025,UTA,NJD,1,2,NJD
12/19/2025,ANA,DAL,3,8,DAL
12/20/2025,NYR,PHI,5,4,NYR
12/20/2025,WSH,DET,2,5,DET
12/20/2025,OTT,CHI,6,4,OTT
12/20/2025,MIN,EDM,5,2,MIN
12/20/2025,BUF,NYI,3,2,BUF
12/20/2025,FLA,STL,2,6,STL
12/20/2025,BOS,VAN,4,5,VAN
12/20/2025,MTL,PIT,4,0,MTL
12/20/2025,TBL,CAR,6,4,TBL
12/20/2025,NSH,TOR,5,3,NSH
12/20/2025,CGY,VGK,6,3,CGY
12/20/2025,ANA,CBJ,4,3,ANA
12/20/2025,SJS,SEA,2,4,SEA
12/21/2025,DET,WSH,3,2,DET
12/21/2025,MIN,COL,1,5,COL
12/21/2025,BOS,OTT,2,6,OTT
12/21/2025,NJD,BUF,1,3,BUF
12/21/2025,PIT,MTL,4,3,PIT
12/21/2025,NSH,NYR,2,1,NSH
12/21/2025,DAL,TOR,5,1,DAL
12/21/2025,UTA,WPG,4,3,UTA
12/21/2025,EDM,VGK,4,3,EDM
12/22/2025,TBL,STL,4,1,TBL
12/22/2025,PHI,VAN,5,2,PHI
12/22/2025,ANA,SEA,1,3,SEA
12/22/2025,LAK,CBJ,1,3,CBJ
12/23/2025,TOR,PIT,6,3,TOR
12/23/2025,DET,DAL,4,3,DET
12/23/2025,WSH,NYR,3,7,NYR
12/23/2025,BOS,MTL,2,6,MTL
12/23/2025,OTT,BUF,2,3,BUF
12/23/2025,NYI,NJD,2,1,NYI
12/23/2025,CAR,FLA,2,5,FLA
12/23/2025,MIN,NSH,2,3,NSH
12/23/2025,CHI,PHI,1,3,PHI
