Date,Home,Away,HomeScore,AwayScore,Winner
1/6/2024,DAL,NSH,3,4,NSH
1/6/2024,EDM,OTT,3,1,EDM
1/6/2024,VGK,NYI,5,2,VGK
1/7/2024,CHI,CGY,4,3,CHI
1/7/2024,WSH,LAK,4,3,WSH
1/7/2024,ARI,WPG,2,6,WPG
1/7/2024,ANA,DET,2,3,DET
1/8/2024,NYR,VAN,3,6,VAN
1/8/2024,PHI,PIT,1,4,PIT
1/8/2024,MIN,DAL,0,4,DAL
1/8/2024,COL,BOS,4,3,COL
1/9/2024,BUF,SEA,2,5,SEA
1/9/2024,TBL,LAK,3,2,TBL
1/9/2024,TOR,SJS,7,1,TOR
1/9/2024,NYI,VAN,2,5,VAN
1/9/2024,NSH,ANA,3,5,ANA
1/9/2024,STL,FLA,1,5,FLA
1/9/2024,WPG,CBJ,5,0,WPG
1/9/2024,CHI,EDM,1,2,EDM
1/9/2024,ARI,BOS,4,3,ARI
1/9/2024,CGY,OTT,6,3,CGY
1/10/2024,PHI,MTL,3,2,PHI
1/10/2024,DAL,MIN,7,2,DAL
1/10/2024,COL,VGK,3,0,COL
1/11/2024,BUF,OTT,5,3,BUF
1/11/2024,CAR,ANA,6,3,CAR
1/11/2024,DET,EDM,2,3,EDM
1/11/2024,FLA,LAK,3,2,FLA
1/11/2024,MTL,SJS,2,3,SJS
1/11/2024,PIT,VAN,3,4,VAN
1/11/2024,TBL,NJD,4,3,TBL
1/11/2024,WSH,SEA,1,4,SEA
1/11/2024,NYI,TOR,4,3,NYI
1/11/2024,STL,NYR,5,2,STL
1/11/2024,WPG,CHI,2,1,WPG
1/11/2024,ARI,CGY,2,6,CGY
1/11/2024,VGK,BOS,2,1,VGK
1/12/2024,DAL,NSH,3,6,NSH
1/12/2024,MIN,PHI,3,4,PHI
1/13/2024,WSH,NYR,3,2,WSH
1/13/2024,BUF,VAN,0,1,VAN
1/13/2024,OTT,SJS,5,4,OTT
1/13/2024,FLA,NJD,1,4,NJD
1/13/2024,CAR,PIT,3,2,CAR
1/13/2024,CBJ,SEA,4,7,SEA
1/13/2024,DET,LAK,5,3,DET
1/13/2024,MTL,EDM,1,2,EDM
1/13/2024,TBL,ANA,5,1,TBL
1/13/2024,TOR,COL,3,5,COL
1/13/2024,WPG,PHI,0,2,PHI
1/13/2024,CHI,DAL,1,3,DAL
1/13/2024,MIN,ARI,0,6,ARI
1/13/2024,NSH,NYI,3,1,NSH
1/13/2024,STL,BOS,3,4,BOS
1/13/2024,VGK,CGY,1,3,CGY
1/14/2024,NYR,WSH,2,1,NYR
1/14/2024,TOR,DET,2,4,DET
1/15/2024,BUF,SJS,3,0,BUF
1/15/2024,BOS,NJD,3,0,BOS
1/15/2024,CBJ,VAN,4,3,CBJ
1/15/2024,FLA,ANA,4,5,ANA
1/15/2024,PIT,SEA,3,0,PIT
1/15/2024,CAR,LAK,2,5,LAK
1/15/2024,MIN,NYI,5,0,MIN
1/15/2024,VGK,NSH,4,1,VGK
1/15/2024,MTL,COL,4,3,MTL
1/15/2024,STL,PHI,2,4,PHI
1/16/2024,NYR,SEA,5,2,NYR
1/16/2024,OTT,COL,4,7,COL
1/16/2024,WSH,ANA,2,0,WSH
1/16/2024,DAL,LAK,5,1,DAL
1/16/2024,WPG,NYI,4,2,WPG
1/16/2024,CHI,SJS,2,1,CHI
1/16/2024,CGY,ARI,3,2,CGY
1/16/2024,EDM,TOR,4,2,EDM
1/17/2024,FLA,DET,2,3,DET
1/17/2024,NJD,MTL,2,3,MTL
1/18/2024,BUF,CHI,3,0,BUF
1/18/2024,BOS,COL,5,2,BOS
1/18/2024,OTT,MTL,6,2,OTT
1/18/2024,PHI,DAL,5,1,PHI
1/18/2024,TBL,MIN,7,3,TBL
1/18/2024,WSH,STL,5,2,WSH
1/18/2024,CGY,TOR,3,4,TOR
1/18/2024,EDM,SEA,4,2,EDM
1/18/2024,LAK,NSH,1,2,NSH
1/18/2024,VAN,ARI,2,1,VAN
1/18/2024,VGK,NYR,5,1,VGK
1/19/2024,CAR,DET,4,2,CAR
1/19/2024,CBJ,NJD,1,4,NJD
1/19/2024,FLA,MIN,4,6,MIN
1/19/2024,CHI,NYI,4,3,CHI
1/20/2024,BUF,TBL,1,3,TBL
1/20/2024,PHI,COL,4,7,COL
1/20/2024,ARI,NSH,3,2,ARI
1/20/2024,OTT,WPG,1,2,WPG
1/20/2024,BOS,MTL,9,4,BOS
1/20/2024,NJD,DAL,2,6,DAL
1/20/2024,VAN,TOR,6,4,VAN
1/20/2024,STL,WSH,3,0,STL
1/20/2024,CGY,EDM,1,3,EDM
1/20/2024,SJS,ANA,5,3,SJS
1/20/2024,VGK,PIT,3,2,VGK
1/20/2024,LAK,NYR,2,1,LAK
1/21/2024,PHI,OTT,3,5,OTT
1/21/2024,CAR,MIN,2,5,MIN
1/21/2024,DET,TBL,2,1,DET
1/21/2024,NYI,DAL,3,2,NYI
1/21/2024,ANA,NYR,2,5,NYR
1/21/2024,SEA,TOR,1,3,TOR
1/22/2024,BOS,WPG,4,1,BOS
1/22/2024,NJD,VGK,6,5,NJD
1/22/2024,NSH,FLA,1,4,FLA
1/22/2024,ARI,PIT,5,2,ARI
1/22/2024,VAN,CHI,2,0,VAN
1/22/2024,LAK,SJS,3,4,SJS
1/23/2024,DET,DAL,4,5,DAL
1/23/2024,MTL,OTT,1,4,OTT
1/23/2024,PHI,TBL,3,6,TBL
1/23/2024,NYI,VGK,2,3,VGK
1/23/2024,MIN,WSH,5,3,MIN
1/23/2024,CGY,STL,3,4,STL
1/23/2024,EDM,CBJ,4,1,EDM
1/23/2024,ANA,BUF,4,2,ANA
1/23/2024,SJS,NYR,3,2,SJS
1/24/2024,FLA,ARI,6,2,FLA
1/24/2024,TOR,WPG,1,0,TOR
1/24/2024,BOS,CAR,2,3,CAR
1/24/2024,COL,WSH,6,2,COL
1/24/2024,SEA,CHI,6,2,SEA
1/24/2024,VAN,STL,3,4,STL
1/24/2024,LAK,BUF,3,5,BUF
1/25/2024,DET,PHI,3,0,DET
1/25/2024,MTL,NYI,4,3,MTL
1/25/2024,OTT,BOS,2,3,BOS
1/25/2024,TBL,ARI,6,3,TBL
1/25/2024,CAR,NJD,3,2,CAR
1/25/2024,DAL,ANA,4,3,DAL
1/25/2024,MIN,NSH,2,3,NSH
1/25/2024,CGY,CBJ,2,5,CBJ
1/25/2024,EDM,CHI,3,0,EDM
1/26/2024,NYR,VGK,2,5,VGK
1/26/2024,PIT,FLA,2,3,FLA
1/26/2024,COL,LAK,5,1,COL
1/26/2024,SEA,STL,3,4,STL
1/27/2024,PHI,BOS,2,6,BOS
1/27/2024,DAL,WSH,5,4,DAL
1/27/2024,EDM,NSH,4,1,EDM
1/27/2024,SJS,BUF,2,5,BUF
1/27/2024,CAR,ARI,3,1,CAR
1/27/2024,OTT,NYR,2,7,NYR
1/27/2024,PIT,MTL,3,2,PIT
1/27/2024,TBL,NJD,6,3,TBL
1/27/2024,WPG,TOR,2,4,TOR
1/27/2024,NYI,FLA,2,3,FLA
1/27/2024,DET,VGK,5,2,DET
1/27/2024,MIN,ANA,2,3,ANA
1/27/2024,CGY,CHI,1,0,CGY
1/27/2024,VAN,CBJ,5,4,VAN
1/28/2024,STL,LAK,4,3,STL
1/28/2024,SEA,CBJ,4,2,SEA
1/29/2024,OTT,NSH,4,3,OTT
1/30/2024,STL,CBJ,0,1,CBJ
1/30/2024,SJS,SEA,2,0,SJS
1/31/2024,DET,OTT,2,3,OTT
1/31/2024,NSH,LAK,2,4,LAK
1/31/2024,ANA,SJS,3,2,ANA
2/1/2024,KLS,KNG,3,5,KNG
2/3/2024,MCD,MKN,4,3,MCD
2/3/2024,MAT,HGS,6,5,MAT
2/3/2024,MAT,MCD,7,4,MAT
2/5/2024,NYR,COL,2,1,NYR
2/5/2024,TOR,NYI,2,3,NYI
2/6/2024,BOS,CGY,1,4,CGY
2/6/2024,BUF,DAL,1,2,DAL
2/6/2024,CAR,VAN,2,3,VAN
2/6/2024,FLA,PHI,1,2,PHI
2/6/2024,PIT,WPG,3,0,PIT
2/6/2024,WSH,MTL,2,5,MTL
2/6/2024,NJD,COL,5,3,NJD
2/6/2024,VGK,EDM,3,1,VGK
2/7/2024,NYR,TBL,3,1,NYR
2/7/2024,TOR,DAL,5,4,TOR
2/7/2024,CHI,MIN,1,2,MIN
2/8/2024,BOS,VAN,4,0,BOS
2/8/2024,FLA,WSH,4,2,FLA
2/8/2024,NJD,CGY,3,5,CGY
2/8/2024,PHI,WPG,4,1,PHI
2/8/2024,CAR,COL,5,2,CAR
2/8/2024,NYI,TBL,6,2,NYI
2/8/2024,ARI,VGK,2,3,VGK
2/9/2024,MIN,PIT,3,2,MIN
2/9/2024,CHI,NYR,3,4,NYR
2/9/2024,ANA,EDM,3,5,EDM
2/10/2024,BUF,STL,1,3,STL
2/10/2024,DET,VAN,4,3,DET
2/10/2024,MTL,DAL,2,3,DAL
2/10/2024,NYI,CGY,2,5,CGY
2/10/2024,BOS,WSH,0,3,WSH
2/10/2024,FLA,COL,4,0,FLA
2/10/2024,CAR,NJD,1,0,CAR
2/10/2024,CBJ,TBL,2,4,TBL
2/10/2024,OTT,TOR,5,3,OTT
2/10/2024,PHI,SEA,3,2,PHI
2/10/2024,WPG,PIT,2,1,WPG
2/10/2024,NSH,ARI,5,4,NSH
2/10/2024,LAK,EDM,4,0,LAK
2/11/2024,MTL,STL,2,7,STL
2/11/2024,WSH,VAN,2,3,VAN
2/12/2024,NJD,SEA,3,1,NJD
2/12/2024,NYR,CGY,2,0,NYR
2/12/2024,PHI,ARI,5,3,PHI
2/12/2024,VGK,MIN,3,5,MIN
2/13/2024,BOS,TBL,2,3,TBL
2/13/2024,BUF,LAK,7,0,BUF
2/13/2024,MTL,ANA,5,0,MTL
2/13/2024,OTT,CBJ,6,3,OTT
2/13/2024,TOR,STL,4,1,TOR
2/13/2024,WSH,COL,3,6,COL
2/13/2024,NYI,SEA,1,2,SEA
2/13/2024,DAL,CAR,4,2,DAL
2/13/2024,NSH,NJD,2,4,NJD
2/13/2024,CHI,VAN,2,4,VAN
2/13/2024,EDM,DET,8,4,EDM
2/14/2024,PIT,FLA,2,5,FLA
2/14/2024,WPG,SJS,1,0,WPG
2/14/2024,ARI,MIN,1,3,MIN
2/15/2024,BOS,SEA,1,4,SEA
2/15/2024,BUF,FLA,0,4,FLA
2/15/2024,NJD,LAK,1,2,LAK
2/15/2024,NYR,MTL,7,4,NYR
2/15/2024,OTT,ANA,1,5,ANA
2/15/2024,TBL,COL,6,3,TBL
2/15/2024,TOR,PHI,4,3,TOR
2/15/2024,STL,EDM,6,3,STL
2/15/2024,NSH,DAL,2,9,DAL
2/15/2024,CHI,PIT,1,4,PIT
2/15/2024,CGY,SJS,3,6,SJS
2/15/2024,VAN,DET,4,1,VAN
2/16/2024,ARI,CAR,1,5,CAR
2/17/2024,BOS,LAK,4,5,LAK
2/17/2024,DAL,EDM,3,4,EDM
2/17/2024,CHI,OTT,3,2,CHI
2/17/2024,CGY,DET,0,5,DET
2/17/2024,MIN,BUF,2,3,BUF
2/17/2024,STL,NSH,2,5,NSH
2/17/2024,TBL,FLA,2,9,FLA
2/17/2024,MTL,WSH,3,4,WSH
2/17/2024,TOR,ANA,9,2,TOR
2/17/2024,NJD,PHI,6,3,NJD
2/17/2024,VAN,WPG,2,4,WPG
2/17/2024,SJS,CBJ,3,4,CBJ
2/17/2024,VGK,CAR,1,3,CAR
2/18/2024,NYI,NYR,5,6,NYR
2/18/2024,COL,ARI,4,3,COL
2/18/2024,PIT,LAK,1,2,LAK
2/19/2024,BUF,ANA,3,4,ANA
2/19/2024,BOS,DAL,4,3,BOS
2/19/2024,STL,TOR,2,4,TOR
2/19/2024,MIN,VAN,10,7,MIN
2/19/2024,SEA,DET,3,4,DET
2/19/2024,ARI,EDM,3,6,EDM
2/19/2024,CGY,WPG,6,3,CGY
2/19/2024,SJS,VGK,0,4,VGK
2/19/2024,CAR,CHI,6,3,CAR
2/19/2024,TBL,OTT,2,4,OTT
2/20/2024,FLA,OTT,3,2,FLA
2/20/2024,NYR,DAL,3,1,NYR
2/20/2024,PIT,NYI,4,5,NYI
2/20/2024,WSH,NJD,6,2,WSH
2/20/2024,WPG,MIN,6,3,WPG
2/20/2024,COL,VAN,3,1,COL
2/20/2024,VGK,NSH,3,5,NSH
2/20/2024,LAK,CBJ,5,1,LAK
2/21/2024,MTL,BUF,2,3,BUF
2/21/2024,CHI,PHI,1,3,PHI
2/21/2024,ANA,CBJ,4,7,CBJ
2/21/2024,ARI,TOR,3,6,TOR
2/21/2024,EDM,BOS,5,6,BOS
2/22/2024,CAR,FLA,1,0,CAR
2/22/2024,DET,COL,2,1,DET
2/22/2024,NJD,NYR,1,5,NYR
2/22/2024,OTT,DAL,4,1,OTT
2/22/2024,PIT,MTL,4,1,PIT
2/22/2024,TBL,WSH,3,5,WSH
2/22/2024,STL,NYI,4,0,STL
2/22/2024,CGY,BOS,3,2,CGY
2/22/2024,SEA,VAN,5,2,SEA
2/22/2024,VGK,TOR,3,7,TOR
2/22/2024,LAK,NSH,1,4,NSH
2/23/2024,CBJ,BUF,1,2,BUF
2/23/2024,CHI,WPG,2,3,WPG
2/23/2024,EDM,MIN,2,4,MIN
2/24/2024,DET,STL,6,1,DET
2/24/2024,NJD,MTL,4,3,NJD
2/24/2024,NYI,TBL,2,4,TBL
2/24/2024,PHI,NYR,1,2,NYR
2/24/2024,FLA,WSH,3,2,FLA
2/24/2024,COL,TOR,3,4,TOR
2/24/2024,OTT,VGK,4,3,OTT
2/24/2024,VAN,BOS,3,2,VAN
2/24/2024,CAR,DAL,1,2,DAL
2/24/2024,EDM,CGY,3,6,CGY
2/24/2024,SEA,MIN,2,5,MIN
2/24/2024,SJS,NSH,2,4,NSH
2/24/2024,LAK,ANA,3,2,LAK
2/25/2024,NJD,TBL,1,4,TBL
2/25/2024,PIT,PHI,7,6,PIT
2/25/2024,BUF,CAR,3,2,BUF
2/25/2024,CBJ,NYR,4,2,CBJ
2/25/2024,CHI,DET,2,3,DET
2/25/2024,WPG,ARI,4,3,WPG
2/25/2024,ANA,NSH,2,4,NSH
2/26/2024,WSH,OTT,6,3,WSH
2/26/2024,DAL,NYI,2,3,NYI
2/26/2024,EDM,LAK,4,2,EDM
2/26/2024,SEA,BOS,4,3,SEA
2/27/2024,DET,WSH,8,3,DET
2/27/2024,FLA,BUF,3,2,FLA
2/27/2024,MTL,ARI,4,2,MTL
2/27/2024,PHI,TBL,6,2,PHI
2/27/2024,TOR,VGK,2,6,VGK
2/27/2024,MIN,CAR,2,3,CAR
2/27/2024,NSH,OTT,4,1,NSH
2/27/2024,WPG,STL,4,2,WPG
2/27/2024,CGY,LAK,4,2,CGY
2/27/2024,COL,DAL,5,1,COL
2/27/2024,VAN,PIT,3,4,PIT
2/27/2024,SJS,NJD,2,7,NJD
2/28/2024,NYR,CBJ,4,1,NYR
2/28/2024,EDM,STL,3,2,EDM
2/29/2024,BOS,VGK,5,4,BOS
2/29/2024,CBJ,CAR,2,4,CAR
2/29/2024,DET,NYI,3,5,NYI
2/29/2024,FLA,MTL,4,3,FLA
2/29/2024,TBL,BUF,2,3,BUF
2/29/2024,TOR,ARI,4,2,TOR
2/29/2024,DAL,WPG,4,1,DAL
2/29/2024,NSH,MIN,6,1,NSH
2/29/2024,CHI,COL,0,5,COL
2/29/2024,SEA,PIT,2,0,SEA
2/29/2024,VAN,LAK,1,5,LAK
2/29/2024,SJS,ANA,4,6,ANA
3/1/2024,OTT,ARI,3,5,ARI
3/1/2024,WSH,PHI,5,2,WSH
3/1/2024,ANA,NJD,4,3,ANA
3/2/2024,CAR,WPG,3,5,WPG
3/2/2024,DET,FLA,0,4,FLA
3/2/2024,SEA,EDM,1,2,EDM
3/2/2024,NSH,COL,5,1,NSH
3/2/2024,STL,MIN,3,1,STL
3/2/2024,BUF,VGK,7,2,BUF
3/2/2024,PHI,OTT,4,2,PHI
3/2/2024,TBL,MTL,4,3,TBL
3/2/2024,TOR,NYR,4,3,TOR
3/2/2024,NYI,BOS,5,1,NYI
3/2/2024,CHI,CBJ,2,5,CBJ
3/2/2024,DAL,SJS,3,2,DAL
3/2/2024,CGY,PIT,4,3,CGY
3/3/2024,WSH,ARI,2,5,ARI
3/3/2024,LAK,NJD,5,1,LAK
3/3/2024,BUF,WPG,2,5,WPG
3/3/2024,MIN,SJS,4,3,MIN
3/3/2024,ANA,VAN,1,2,VAN
3/3/2024,EDM,PIT,6,1,EDM
3/4/2024,CBJ,VGK,6,3,CBJ
3/4/2024,NYR,FLA,2,4,FLA
3/4/2024,PHI,STL,1,2,STL
3/4/2024,TOR,BOS,1,4,BOS
3/4/2024,COL,CHI,5,0,COL
3/4/2024,CGY,SEA,2,4,SEA
3/5/2024,NJD,FLA,3,5,FLA
3/5/2024,PIT,CBJ,5,3,PIT
3/5/2024,BOS,EDM,1,2,EDM
3/5/2024,NYI,STL,4,2,NYI
3/5/2024,NSH,MTL,3,4,MTL
3/5/2024,WPG,SEA,3,4,SEA
3/5/2024,ARI,CHI,2,5,CHI
3/5/2024,LAK,VAN,1,2,VAN
3/5/2024,SJS,DAL,6,7,DAL
3/6/2024,TOR,BUF,2,1,TOR
3/6/2024,COL,DET,7,2,COL
3/6/2024,ANA,OTT,2,1,ANA
3/7/2024,BOS,TOR,4,1,BOS
3/7/2024,CAR,MTL,4,1,CAR
3/7/2024,CBJ,EDM,4,2,CBJ
3/7/2024,FLA,PHI,1,2,PHI
3/7/2024,NJD,STL,4,1,NJD
3/7/2024,PIT,WSH,0,6,WSH
3/7/2024,TBL,CGY,3,6,CGY
3/7/2024,NSH,BUF,4,2,NSH
3/7/2024,ARI,MIN,2,5,MIN
3/7/2024,VGK,VAN,1,3,VAN
3/7/2024,LAK,OTT,4,3,LAK
3/7/2024,SJS,NYI,2,7,NYI
3/8/2024,ARI,DET,4,0,ARI
3/8/2024,COL,MIN,2,1,COL
3/8/2024,ANA,DAL,2,6,DAL
3/8/2024,SEA,WPG,0,3,WPG
3/9/2024,BUF,EDM,3,2,BUF
3/9/2024,CBJ,NSH,1,2,NSH
3/9/2024,NJD,CAR,2,4,CAR
3/9/2024,BOS,PIT,5,1,BOS
3/9/2024,FLA,CGY,5,1,FLA
3/9/2024,MTL,TOR,2,3,TOR
3/9/2024,SJS,OTT,2,1,SJS
3/9/2024,TBL,PHI,7,0,TBL
3/9/2024,WSH,CHI,4,1,WSH
3/9/2024,NYR,STL,4,0,NYR
3/9/2024,VAN,WPG,5,0,VAN
3/9/2024,VGK,DET,5,3,VGK
3/9/2024,LAK,DAL,1,4,DAL
3/10/2024,PIT,EDM,0,4,EDM
3/10/2024,MIN,NSH,4,3,MIN
3/10/2024,CAR,CGY,7,2,CAR
3/10/2024,CHI,ARI,7,4,CHI
3/10/2024,ANA,NYI,1,6,NYI
3/11/2024,BOS,STL,1,5,STL
3/11/2024,NYR,NJD,3,1,NYR
3/11/2024,WPG,WSH,3,0,WPG
3/11/2024,LAK,NYI,3,0,LAK
3/12/2024,BUF,DET,7,3,BUF
3/12/2024,CAR,NYR,0,1,NYR
3/12/2024,MTL,CBJ,3,0,MTL
3/12/2024,OTT,PIT,2,1,OTT
3/12/2024,PHI,SJS,3,2,PHI
3/12/2024,DAL,FLA,3,4,FLA
3/12/2024,MIN,ARI,4,1,MIN
3/12/2024,CHI,ANA,7,2,CHI
3/12/2024,CGY,COL,2,6,COL
3/12/2024,SEA,VGK,4,5,VGK
3/13/2024,STL,LAK,3,1,STL
3/13/2024,WPG,NSH,2,4,NSH
3/13/2024,EDM,WSH,7,2,EDM
3/13/2024,VAN,COL,3,4,COL
3/14/2024,BUF,NYI,4,0,BUF
3/14/2024,CAR,FLA,4,0,CAR
3/14/2024,CBJ,OTT,2,3,OTT
3/14/2024,DET,ARI,1,4,ARI
3/14/2024,MTL,BOS,1,2,BOS
3/14/2024,PIT,SJS,6,3,PIT
3/14/2024,TBL,NYR,6,3,TBL
3/14/2024,PHI,TOR,2,6,TOR
3/14/2024,DAL,NJD,2,6,NJD
3/14/2024,MIN,ANA,2,0,MIN
3/14/2024,CGY,VGK,4,1,CGY
3/14/2024,SEA,WSH,1,2,WSH
3/15/2024,WPG,ANA,6,0,WPG
3/15/2024,CHI,LAK,0,5,LAK
3/16/2024,DET,BUF,4,1,DET
3/16/2024,NYI,OTT,3,4,OTT
3/16/2024,PIT,NYR,4,7,NYR
3/16/2024,ARI,NJD,4,1,ARI
3/16/2024,FLA,TBL,3,5,TBL
3/16/2024,BOS,PHI,6,5,BOS
3/16/2024,CBJ,SJS,4,2,CBJ
3/16/2024,CGY,MTL,5,2,CGY
3/16/2024,TOR,CAR,4,5,CAR
3/16/2024,DAL,LAK,4,1,DAL
3/16/2024,STL,MIN,3,2,STL
3/16/2024,EDM,COL,2,3,COL
3/16/2024,SEA,NSH,1,4,NSH
3/16/2024,VAN,WSH,1,2,WSH
3/17/2024,NYR,NYI,5,2,NYR
3/17/2024,VGK,NJD,3,1,VGK
3/17/2024,CBJ,WPG,1,6,WPG
3/17/2024,CHI,SJS,5,2,CHI
3/17/2024,OTT,CAR,2,7,CAR
3/17/2024,PIT,DET,6,3,PIT
3/17/2024,STL,ANA,4,2,STL
3/18/2024,CGY,WSH,2,5,WSH
3/18/2024,SEA,BUF,2,6,BUF
3/19/2024,BOS,OTT,6,2,BOS
3/19/2024,DET,CBJ,4,3,DET
3/19/2024,NJD,PIT,5,2,NJD
3/19/2024,NYR,WPG,2,4,WPG
3/19/2024,PHI,TOR,4,3,PHI
3/19/2024,NYI,CAR,1,4,CAR
3/19/2024,NSH,SJS,8,2,NSH
3/19/2024,STL,COL,3,4,COL
3/19/2024,EDM,MTL,3,2,EDM
3/19/2024,ANA,MIN,0,4,MIN
3/19/2024,LAK,CHI,6,2,LAK
3/19/2024,VAN,BUF,3,2,VAN
3/19/2024,VGK,TBL,3,5,TBL
3/20/2024,WSH,TOR,3,7,TOR
3/20/2024,DAL,ARI,5,2,DAL
3/20/2024,LAK,MIN,6,0,LAK
3/21/2024,BOS,NYR,2,5,NYR
3/21/2024,CAR,PHI,3,2,CAR
3/21/2024,DET,NYI,6,3,DET
3/21/2024,NJD,WPG,4,1,NJD
3/21/2024,OTT,STL,2,5,STL
3/21/2024,FLA,NSH,0,3,NSH
3/21/2024,EDM,BUF,8,3,EDM
3/21/2024,ANA,CHI,4,0,ANA
3/21/2024,VAN,MTL,4,1,VAN
3/21/2024,VGK,SEA,3,1,VGK
3/21/2024,SJS,TBL,1,4,TBL
3/22/2024,WSH,CAR,7,6,WSH
3/22/2024,DAL,PIT,4,2,DAL
3/22/2024,COL,CBJ,6,1,COL
3/22/2024,ARI,SEA,2,1,ARI
3/23/2024,NYI,WPG,6,3,NYI
3/23/2024,PHI,BOS,3,2,PHI
3/23/2024,MIN,STL,4,5,STL
3/23/2024,NSH,DET,1,0,NSH
3/23/2024,NJD,OTT,2,5,OTT
3/23/2024,TOR,EDM,6,3,TOR
3/23/2024,NYR,FLA,4,3,NYR
3/23/2024,VAN,CGY,4,2,VAN
3/23/2024,LAK,TBL,4,3,LAK
3/23/2024,SJS,CHI,4,5,CHI
3/23/2024,VGK,CBJ,4,2,VGK
3/24/2024,WSH,WPG,3,0,WSH
3/24/2024,COL,PIT,5,4,COL
3/24/2024,NYI,NJD,0,4,NJD
3/24/2024,CAR,TOR,2,1,CAR
3/24/2024,OTT,EDM,5,3,OTT
3/24/2024,PHI,FLA,1,4,FLA
3/24/2024,ARI,DAL,2,4,DAL
3/24/2024,ANA,TBL,2,3,TBL
3/24/2024,CGY,BUF,1,4,BUF
3/24/2024,SEA,MTL,1,5,MTL
3/25/2024,STL,VGK,1,2,VGK
3/25/2024,VAN,LAK,2,3,LAK
3/26/2024,FLA,BOS,3,4,BOS
3/26/2024,NYR,PHI,6,5,NYR
3/26/2024,PIT,CAR,4,1,PIT
3/26/2024,WSH,DET,4,3,WSH
3/26/2024,TOR,NJD,3,6,NJD
3/26/2024,NSH,VGK,5,4,NSH
3/26/2024,WPG,EDM,3,4,EDM
3/26/2024,CHI,CGY,3,1,CHI
3/26/2024,COL,MTL,1,2,MTL
3/26/2024,ARI,CBJ,6,2,ARI
